@relation ThresholdCurve

@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
51,0,1635,456,0.781923,1,0.030249,1,0.969751,0.058722,0.787115,1.270463,0
51,0,1634,457,0.781444,1,0.030267,1,0.969733,0.058756,0.786648,1.271217,0
51,0,1633,458,0.780966,1,0.030285,1,0.969715,0.05879,0.786181,1.271971,0
51,0,1632,459,0.780488,1,0.030303,1,0.969697,0.058824,0.785714,1.272727,0
51,0,1631,460,0.78001,1,0.030321,1,0.969679,0.058857,0.785247,1.273484,0
51,0,1630,461,0.779531,1,0.030339,1,0.969661,0.058891,0.784781,1.274242,0
51,0,1629,462,0.779053,1,0.030357,1,0.969643,0.058925,0.784314,1.275,0
51,0,1628,463,0.778575,1,0.030375,1,0.969625,0.05896,0.783847,1.275759,0
51,0,1627,464,0.778097,1,0.030393,1,0.969607,0.058994,0.78338,1.27652,0
51,0,1626,465,0.777618,1,0.030411,1,0.969589,0.059028,0.782913,1.277281,0
51,0,1625,466,0.77714,1,0.03043,1,0.96957,0.059062,0.782446,1.278043,0
51,0,1624,467,0.776662,1,0.030448,1,0.969552,0.059096,0.781979,1.278806,0
51,0,1623,468,0.776184,1,0.030466,1,0.969534,0.05913,0.781513,1.27957,0
51,0,1622,469,0.775705,1,0.030484,1,0.969516,0.059165,0.781046,1.280335,0
51,0,1621,470,0.775227,1,0.030502,1,0.969498,0.059199,0.780579,1.2811,0
51,0,1620,471,0.774749,1,0.030521,1,0.969479,0.059233,0.780112,1.281867,0
51,0,1619,472,0.774271,1,0.030539,1,0.969461,0.059268,0.779645,1.282635,0
51,0,1618,473,0.773792,1,0.030557,1,0.969443,0.059302,0.779178,1.283403,0
51,0,1617,474,0.773314,1,0.030576,1,0.969424,0.059337,0.778711,1.284173,0
51,0,1616,475,0.772836,1,0.030594,1,0.969406,0.059371,0.778245,1.284943,0
51,0,1615,476,0.772358,1,0.030612,1,0.969388,0.059406,0.777778,1.285714,0
51,0,1614,477,0.771879,1,0.030631,1,0.969369,0.059441,0.777311,1.286486,0
51,0,1613,478,0.771401,1,0.030649,1,0.969351,0.059475,0.776844,1.28726,0
51,0,1612,479,0.770923,1,0.030667,1,0.969333,0.05951,0.776377,1.288034,0
51,0,1611,480,0.770445,1,0.030686,1,0.969314,0.059545,0.77591,1.288809,0
51,0,1610,481,0.769967,1,0.030704,1,0.969296,0.059579,0.775444,1.289585,0
51,0,1609,482,0.769488,1,0.030723,1,0.969277,0.059614,0.774977,1.290361,0
51,0,1608,483,0.76901,1,0.030741,1,0.969259,0.059649,0.77451,1.291139,0
51,0,1607,484,0.768532,1,0.03076,1,0.96924,0.059684,0.774043,1.291918,0
51,0,1606,485,0.768054,1,0.030779,1,0.969221,0.059719,0.773576,1.292698,0
51,0,1605,486,0.767575,1,0.030797,1,0.969203,0.059754,0.773109,1.293478,0
51,0,1604,487,0.767097,1,0.030816,1,0.969184,0.059789,0.772642,1.29426,0
51,0,1603,488,0.766619,1,0.030834,1,0.969166,0.059824,0.772176,1.295042,0
51,0,1602,489,0.766141,1,0.030853,1,0.969147,0.059859,0.771709,1.295826,0
51,0,1601,490,0.765662,1,0.030872,1,0.969128,0.059894,0.771242,1.29661,0
51,0,1600,491,0.765184,1,0.03089,1,0.96911,0.059929,0.770775,1.297396,0
51,0,1599,492,0.764706,1,0.030909,1,0.969091,0.059965,0.770308,1.298182,0
51,0,1598,493,0.764228,1,0.030928,1,0.969072,0.06,0.769841,1.298969,0
51,0,1597,494,0.763749,1,0.030947,1,0.969053,0.060035,0.769374,1.299757,0
51,0,1596,495,0.763271,1,0.030965,1,0.969035,0.060071,0.768908,1.300546,0
51,0,1595,496,0.762793,1,0.030984,1,0.969016,0.060106,0.768441,1.301337,0
51,0,1594,497,0.762315,1,0.031003,1,0.968997,0.060142,0.767974,1.302128,0
51,0,1593,498,0.761836,1,0.031022,1,0.968978,0.060177,0.767507,1.30292,0
51,0,1592,499,0.761358,1,0.031041,1,0.968959,0.060213,0.76704,1.303713,0
51,0,1591,500,0.76088,1,0.03106,1,0.96894,0.060248,0.766573,1.304507,0
51,0,1590,501,0.760402,1,0.031079,1,0.968921,0.060284,0.766106,1.305302,0
51,0,1589,502,0.759923,1,0.031098,1,0.968902,0.060319,0.76564,1.306098,0
51,0,1588,503,0.759445,1,0.031117,1,0.968883,0.060355,0.765173,1.306894,0
51,0,1587,504,0.758967,1,0.031136,1,0.968864,0.060391,0.764706,1.307692,0
51,0,1586,505,0.758489,1,0.031155,1,0.968845,0.060427,0.764239,1.308491,0
51,0,1585,506,0.758011,1,0.031174,1,0.968826,0.060462,0.763772,1.309291,0
51,0,1584,507,0.757532,1,0.031193,1,0.968807,0.060498,0.763305,1.310092,0
51,0,1583,508,0.757054,1,0.031212,1,0.968788,0.060534,0.762838,1.310894,0
51,0,1582,509,0.756576,1,0.031231,1,0.968769,0.06057,0.762372,1.311696,0
51,0,1581,510,0.756098,1,0.03125,1,0.96875,0.060606,0.761905,1.3125,0
51,0,1580,511,0.755619,1,0.031269,1,0.968731,0.060642,0.761438,1.313305,0
51,0,1579,512,0.755141,1,0.031288,1,0.968712,0.060678,0.760971,1.31411,0
51,0,1578,513,0.754663,1,0.031308,1,0.968692,0.060714,0.760504,1.314917,0
51,0,1577,514,0.754185,1,0.031327,1,0.968673,0.06075,0.760037,1.315725,0
51,0,1576,515,0.753706,1,0.031346,1,0.968654,0.060787,0.75957,1.316533,0
51,0,1575,516,0.753228,1,0.031365,1,0.968635,0.060823,0.759104,1.317343,0
51,0,1574,517,0.75275,1,0.031385,1,0.968615,0.060859,0.758637,1.318154,0
51,0,1573,518,0.752272,1,0.031404,1,0.968596,0.060896,0.75817,1.318966,0
51,0,1572,519,0.751793,1,0.031423,1,0.968577,0.060932,0.757703,1.319778,0
51,0,1571,520,0.751315,1,0.031443,1,0.968557,0.060968,0.757236,1.320592,0
51,0,1570,521,0.750837,1,0.031462,1,0.968538,0.061005,0.756769,1.321407,0
51,0,1569,522,0.750359,1,0.031481,1,0.968519,0.061041,0.756303,1.322222,0
51,0,1568,523,0.74988,1,0.031501,1,0.968499,0.061078,0.755836,1.323039,0
51,0,1567,524,0.749402,1,0.03152,1,0.96848,0.061114,0.755369,1.323857,0
51,0,1566,525,0.748924,1,0.03154,1,0.96846,0.061151,0.754902,1.324675,0
51,0,1565,526,0.748446,1,0.031559,1,0.968441,0.061188,0.754435,1.325495,0
51,0,1564,527,0.747967,1,0.031579,1,0.968421,0.061224,0.753968,1.326316,0
51,0,1563,528,0.747489,1,0.031599,1,0.968401,0.061261,0.753501,1.327138,0
51,0,1562,529,0.747011,1,0.031618,1,0.968382,0.061298,0.753035,1.32796,0
51,0,1561,530,0.746533,1,0.031638,1,0.968362,0.061335,0.752568,1.328784,0
51,0,1560,531,0.746055,1,0.031657,1,0.968343,0.061372,0.752101,1.329609,0
51,0,1559,532,0.745576,1,0.031677,1,0.968323,0.061409,0.751634,1.330435,0
51,0,1558,533,0.745098,1,0.031697,1,0.968303,0.061446,0.751167,1.331262,0
51,0,1557,534,0.74462,1,0.031716,1,0.968284,0.061483,0.7507,1.33209,0
51,0,1556,535,0.744142,1,0.031736,1,0.968264,0.06152,0.750233,1.332918,0
51,0,1555,536,0.743663,1,0.031756,1,0.968244,0.061557,0.749767,1.333748,0
51,0,1554,537,0.743185,1,0.031776,1,0.968224,0.061594,0.7493,1.334579,0
51,0,1553,538,0.742707,1,0.031796,1,0.968204,0.061631,0.748833,1.335411,0
51,0,1552,539,0.742229,1,0.031815,1,0.968185,0.061669,0.748366,1.336245,0
51,0,1551,540,0.74175,1,0.031835,1,0.968165,0.061706,0.747899,1.337079,0
51,0,1550,541,0.741272,1,0.031855,1,0.968145,0.061743,0.747432,1.337914,0
51,0,1549,542,0.740794,1,0.031875,1,0.968125,0.061781,0.746965,1.33875,0
51,0,1548,543,0.740316,1,0.031895,1,0.968105,0.061818,0.746499,1.339587,0
51,0,1547,544,0.739837,1,0.031915,1,0.968085,0.061856,0.746032,1.340426,0
51,0,1546,545,0.739359,1,0.031935,1,0.968065,0.061893,0.745565,1.341265,0
51,0,1545,546,0.738881,1,0.031955,1,0.968045,0.061931,0.745098,1.342105,0
51,0,1544,547,0.738403,1,0.031975,1,0.968025,0.061968,0.744631,1.342947,0
51,0,1543,548,0.737924,1,0.031995,1,0.968005,0.062006,0.744164,1.343789,0
51,0,1542,549,0.737446,1,0.032015,1,0.967985,0.062044,0.743697,1.344633,0
51,0,1541,550,0.736968,1,0.032035,1,0.967965,0.062082,0.743231,1.345477,0
51,0,1540,551,0.73649,1,0.032055,1,0.967945,0.062119,0.742764,1.346323,0
51,0,1539,552,0.736011,1,0.032075,1,0.967925,0.062157,0.742297,1.34717,0
51,0,1538,553,0.735533,1,0.032096,1,0.967904,0.062195,0.74183,1.348018,0
51,0,1537,554,0.735055,1,0.032116,1,0.967884,0.062233,0.741363,1.348866,0
51,0,1536,555,0.734577,1,0.032136,1,0.967864,0.062271,0.740896,1.349716,0
51,0,1535,556,0.734099,1,0.032156,1,0.967844,0.062309,0.74043,1.350567,0
51,0,1534,557,0.73362,1,0.032177,1,0.967823,0.062347,0.739963,1.35142,0
51,0,1533,558,0.733142,1,0.032197,1,0.967803,0.062385,0.739496,1.352273,0
51,0,1532,559,0.732664,1,0.032217,1,0.967783,0.062424,0.739029,1.353127,0
51,0,1531,560,0.732186,1,0.032238,1,0.967762,0.062462,0.738562,1.353982,0
51,0,1530,561,0.731707,1,0.032258,1,0.967742,0.0625,0.738095,1.354839,0
51,0,1529,562,0.731229,1,0.032278,1,0.967722,0.062538,0.737628,1.355696,0
51,0,1528,563,0.730751,1,0.032299,1,0.967701,0.062577,0.737162,1.356555,0
51,0,1527,564,0.730273,1,0.032319,1,0.967681,0.062615,0.736695,1.357414,0
51,0,1526,565,0.729794,1,0.03234,1,0.96766,0.062654,0.736228,1.358275,0
51,0,1525,566,0.729316,1,0.03236,1,0.96764,0.062692,0.735761,1.359137,0
51,0,1524,567,0.728838,1,0.032381,1,0.967619,0.062731,0.735294,1.36,0
51,0,1523,568,0.72836,1,0.032402,1,0.967598,0.062769,0.734827,1.360864,0
51,0,1522,569,0.727881,1,0.032422,1,0.967578,0.062808,0.73436,1.361729,0
51,0,1521,570,0.727403,1,0.032443,1,0.967557,0.062847,0.733894,1.362595,0
51,0,1520,571,0.726925,1,0.032463,1,0.967537,0.062885,0.733427,1.363463,0
51,0,1519,572,0.726447,1,0.032484,1,0.967516,0.062924,0.73296,1.364331,0
51,0,1518,573,0.725968,1,0.032505,1,0.967495,0.062963,0.732493,1.365201,0
51,0,1517,574,0.72549,1,0.032526,1,0.967474,0.063002,0.732026,1.366071,0
51,0,1516,575,0.725012,1,0.032546,1,0.967454,0.063041,0.731559,1.366943,0
51,0,1515,576,0.724534,1,0.032567,1,0.967433,0.06308,0.731092,1.367816,0
51,0,1514,577,0.724055,1,0.032588,1,0.967412,0.063119,0.730626,1.36869,0
51,0,1513,578,0.723577,1,0.032609,1,0.967391,0.063158,0.730159,1.369565,0
51,0,1512,579,0.723099,1,0.03263,1,0.96737,0.063197,0.729692,1.370441,0
51,0,1511,580,0.722621,1,0.03265,1,0.96735,0.063236,0.729225,1.371319,0
51,0,1510,581,0.722143,1,0.032671,1,0.967329,0.063275,0.728758,1.372197,0
51,0,1509,582,0.721664,1,0.032692,1,0.967308,0.063315,0.728291,1.373077,0
51,0,1508,583,0.721186,1,0.032713,1,0.967287,0.063354,0.727824,1.373958,0
51,0,1507,584,0.720708,1,0.032734,1,0.967266,0.063393,0.727358,1.37484,0
51,0,1506,585,0.72023,1,0.032755,1,0.967245,0.063433,0.726891,1.375723,0
51,0,1505,586,0.719751,1,0.032776,1,0.967224,0.063472,0.726424,1.376607,0
51,0,1504,587,0.719273,1,0.032797,1,0.967203,0.063512,0.725957,1.377492,0
51,0,1503,588,0.718795,1,0.032819,1,0.967181,0.063551,0.72549,1.378378,0
51,0,1502,589,0.718317,1,0.03284,1,0.96716,0.063591,0.725023,1.379266,0
51,0,1501,590,0.717838,1,0.032861,1,0.967139,0.063631,0.724556,1.380155,0
51,0,1500,591,0.71736,1,0.032882,1,0.967118,0.06367,0.72409,1.381044,0
51,0,1499,592,0.716882,1,0.032903,1,0.967097,0.06371,0.723623,1.381935,0
51,0,1498,593,0.716404,1,0.032924,1,0.967076,0.06375,0.723156,1.382828,0
51,0,1497,594,0.715925,1,0.032946,1,0.967054,0.06379,0.722689,1.383721,0
51,0,1496,595,0.715447,1,0.032967,1,0.967033,0.06383,0.722222,1.384615,0
51,0,1495,596,0.714969,1,0.032988,1,0.967012,0.06387,0.721755,1.385511,0
51,0,1494,597,0.714491,1,0.03301,1,0.96699,0.06391,0.721289,1.386408,0
51,0,1493,598,0.714012,1,0.033031,1,0.966969,0.06395,0.720822,1.387306,0
51,0,1492,599,0.713534,1,0.033052,1,0.966948,0.06399,0.720355,1.388205,0
51,0,1491,600,0.713056,1,0.033074,1,0.966926,0.06403,0.719888,1.389105,0
51,0,1490,601,0.712578,1,0.033095,1,0.966905,0.06407,0.719421,1.390006,0
51,0,1489,602,0.712099,1,0.033117,1,0.966883,0.064111,0.718954,1.390909,0
51,0,1488,603,0.711621,1,0.033138,1,0.966862,0.064151,0.718487,1.391813,0
51,0,1487,604,0.711143,1,0.03316,1,0.96684,0.064191,0.718021,1.392718,0
51,0,1486,605,0.710665,1,0.033182,1,0.966818,0.064232,0.717554,1.393624,0
51,0,1485,606,0.710187,1,0.033203,1,0.966797,0.064272,0.717087,1.394531,0
51,0,1484,607,0.709708,1,0.033225,1,0.966775,0.064313,0.71662,1.39544,0
51,0,1483,608,0.70923,1,0.033246,1,0.966754,0.064353,0.716153,1.396349,0
51,0,1482,609,0.708752,1,0.033268,1,0.966732,0.064394,0.715686,1.39726,0
51,0,1481,610,0.708274,1,0.03329,1,0.96671,0.064435,0.715219,1.398172,0
51,0,1480,611,0.707795,1,0.033312,1,0.966688,0.064475,0.714753,1.399086,0
51,0,1479,612,0.707317,1,0.033333,1,0.966667,0.064516,0.714286,1.4,0
51,0,1478,613,0.706839,1,0.033355,1,0.966645,0.064557,0.713819,1.400916,0
51,0,1477,614,0.706361,1,0.033377,1,0.966623,0.064598,0.713352,1.401832,0
51,0,1476,615,0.705882,1,0.033399,1,0.966601,0.064639,0.712885,1.40275,0
51,0,1475,616,0.705404,1,0.033421,1,0.966579,0.06468,0.712418,1.40367,0
51,0,1474,617,0.704926,1,0.033443,1,0.966557,0.064721,0.711951,1.40459,0
51,0,1473,618,0.704448,1,0.033465,1,0.966535,0.064762,0.711485,1.405512,0
51,0,1472,619,0.703969,1,0.033487,1,0.966513,0.064803,0.711018,1.406435,0
51,0,1471,620,0.703491,1,0.033509,1,0.966491,0.064844,0.710551,1.407359,0
51,0,1470,621,0.703013,1,0.033531,1,0.966469,0.064885,0.710084,1.408284,0
51,0,1469,622,0.702535,1,0.033553,1,0.966447,0.064927,0.709617,1.409211,0
51,0,1468,623,0.702056,1,0.033575,1,0.966425,0.064968,0.70915,1.410138,0
51,0,1467,624,0.701578,1,0.033597,1,0.966403,0.06501,0.708683,1.411067,0
51,0,1466,625,0.7011,1,0.033619,1,0.966381,0.065051,0.708217,1.411997,0
51,0,1465,626,0.700622,1,0.033641,1,0.966359,0.065093,0.70775,1.412929,0
51,0,1464,627,0.700143,1,0.033663,1,0.966337,0.065134,0.707283,1.413861,0
51,0,1463,628,0.699665,1,0.033686,1,0.966314,0.065176,0.706816,1.414795,0
50,1,1463,628,0.699665,0.980392,0.033047,0.980392,0.966953,0.063939,0.706349,1.387971,0
50,1,1462,629,0.699187,0.980392,0.033069,0.980392,0.966931,0.06398,0.705882,1.388889,0
50,1,1461,630,0.698709,0.980392,0.033091,0.980392,0.966909,0.06402,0.705415,1.389808,0
50,1,1460,631,0.698231,0.980392,0.033113,0.980392,0.966887,0.064061,0.704949,1.390728,0
50,1,1459,632,0.697752,0.980392,0.033135,0.980392,0.966865,0.064103,0.704482,1.39165,0
50,1,1458,633,0.697274,0.980392,0.033156,0.980392,0.966844,0.064144,0.704015,1.392573,0
50,1,1457,634,0.696796,0.980392,0.033179,0.980392,0.966821,0.064185,0.703548,1.393497,0
50,1,1456,635,0.696318,0.980392,0.033201,0.980392,0.966799,0.064226,0.703081,1.394422,0
50,1,1455,636,0.695839,0.980392,0.033223,0.980392,0.966777,0.064267,0.702614,1.395349,0
50,1,1454,637,0.695361,0.980392,0.033245,0.980392,0.966755,0.064309,0.702148,1.396277,0
50,1,1453,638,0.694883,0.980392,0.033267,0.980392,0.966733,0.06435,0.701681,1.397206,0
50,1,1452,639,0.694405,0.980392,0.033289,0.980392,0.966711,0.064392,0.701214,1.398136,0
50,1,1451,640,0.693926,0.980392,0.033311,0.980392,0.966689,0.064433,0.700747,1.399067,0
50,1,1450,641,0.693448,0.980392,0.033333,0.980392,0.966667,0.064475,0.70028,1.4,0
50,1,1449,642,0.69297,0.980392,0.033356,0.980392,0.966644,0.064516,0.699813,1.400934,0
50,1,1448,643,0.692492,0.980392,0.033378,0.980392,0.966622,0.064558,0.699346,1.401869,0
50,1,1447,644,0.692013,0.980392,0.0334,0.980392,0.9666,0.064599,0.69888,1.402806,0
50,1,1446,645,0.691535,0.980392,0.033422,0.980392,0.966578,0.064641,0.698413,1.403743,0
50,1,1445,646,0.691057,0.980392,0.033445,0.980392,0.966555,0.064683,0.697946,1.404682,0
50,1,1444,647,0.690579,0.980392,0.033467,0.980392,0.966533,0.064725,0.697479,1.405622,0
50,1,1443,648,0.6901,0.980392,0.03349,0.980392,0.96651,0.064767,0.697012,1.406564,0
50,1,1442,649,0.689622,0.980392,0.033512,0.980392,0.966488,0.064809,0.696545,1.407507,0
50,1,1441,650,0.689144,0.980392,0.033535,0.980392,0.966465,0.064851,0.696078,1.408451,0
50,1,1440,651,0.688666,0.980392,0.033557,0.980392,0.966443,0.064893,0.695612,1.409396,0
50,1,1439,652,0.688187,0.980392,0.03358,0.980392,0.96642,0.064935,0.695145,1.410343,0
50,1,1438,653,0.687709,0.980392,0.033602,0.980392,0.966398,0.064977,0.694678,1.41129,0
50,1,1437,654,0.687231,0.980392,0.033625,0.980392,0.966375,0.06502,0.694211,1.412239,0
50,1,1436,655,0.686753,0.980392,0.033647,0.980392,0.966353,0.065062,0.693744,1.41319,0
50,1,1435,656,0.686275,0.980392,0.03367,0.980392,0.96633,0.065104,0.693277,1.414141,0
50,1,1434,657,0.685796,0.980392,0.033693,0.980392,0.966307,0.065147,0.69281,1.415094,0
50,1,1433,658,0.685318,0.980392,0.033715,0.980392,0.966285,0.065189,0.692344,1.416049,0
50,1,1432,659,0.68484,0.980392,0.033738,0.980392,0.966262,0.065232,0.691877,1.417004,0
50,1,1431,660,0.684362,0.980392,0.033761,0.980392,0.966239,0.065274,0.69141,1.417961,0
50,1,1430,661,0.683883,0.980392,0.033784,0.980392,0.966216,0.065317,0.690943,1.418919,0
50,1,1429,662,0.683405,0.980392,0.033807,0.980392,0.966193,0.065359,0.690476,1.419878,0
50,1,1428,663,0.682927,0.980392,0.033829,0.980392,0.966171,0.065402,0.690009,1.420839,0
50,1,1427,664,0.682449,0.980392,0.033852,0.980392,0.966148,0.065445,0.689542,1.421801,0
50,1,1426,665,0.68197,0.980392,0.033875,0.980392,0.966125,0.065488,0.689076,1.422764,0
50,1,1425,666,0.681492,0.980392,0.033898,0.980392,0.966102,0.065531,0.688609,1.423729,0
50,1,1424,667,0.681014,0.980392,0.033921,0.980392,0.966079,0.065574,0.688142,1.424695,0
50,1,1423,668,0.680536,0.980392,0.033944,0.980392,0.966056,0.065617,0.687675,1.425662,0
50,1,1422,669,0.680057,0.980392,0.033967,0.980392,0.966033,0.06566,0.687208,1.42663,0
50,1,1421,670,0.679579,0.980392,0.03399,0.980392,0.96601,0.065703,0.686741,1.4276,0
50,1,1420,671,0.679101,0.980392,0.034014,0.980392,0.965986,0.065746,0.686275,1.428571,0
50,1,1419,672,0.678623,0.980392,0.034037,0.980392,0.965963,0.065789,0.685808,1.429544,0
50,1,1418,673,0.678144,0.980392,0.03406,0.980392,0.96594,0.065833,0.685341,1.430518,0
50,1,1417,674,0.677666,0.980392,0.034083,0.980392,0.965917,0.065876,0.684874,1.431493,0
50,1,1416,675,0.677188,0.980392,0.034106,0.980392,0.965894,0.06592,0.684407,1.432469,0
50,1,1415,676,0.67671,0.980392,0.03413,0.980392,0.96587,0.065963,0.68394,1.433447,0
50,1,1414,677,0.676231,0.980392,0.034153,0.980392,0.965847,0.066007,0.683473,1.434426,0
50,1,1413,678,0.675753,0.980392,0.034176,0.980392,0.965824,0.06605,0.683007,1.435407,0
50,1,1412,679,0.675275,0.980392,0.0342,0.980392,0.9658,0.066094,0.68254,1.436389,0
50,1,1411,680,0.674797,0.980392,0.034223,0.980392,0.965777,0.066138,0.682073,1.437372,0
50,1,1410,681,0.674319,0.980392,0.034247,0.980392,0.965753,0.066181,0.681606,1.438356,0
50,1,1409,682,0.67384,0.980392,0.03427,0.980392,0.96573,0.066225,0.681139,1.439342,0
50,1,1408,683,0.673362,0.980392,0.034294,0.980392,0.965706,0.066269,0.680672,1.440329,0
50,1,1407,684,0.672884,0.980392,0.034317,0.980392,0.965683,0.066313,0.680205,1.441318,0
50,1,1406,685,0.672406,0.980392,0.034341,0.980392,0.965659,0.066357,0.679739,1.442308,0
50,1,1405,686,0.671927,0.980392,0.034364,0.980392,0.965636,0.066401,0.679272,1.443299,0
50,1,1404,687,0.671449,0.980392,0.034388,0.980392,0.965612,0.066445,0.678805,1.444292,0
50,1,1403,688,0.670971,0.980392,0.034412,0.980392,0.965588,0.066489,0.678338,1.445286,0
50,1,1402,689,0.670493,0.980392,0.034435,0.980392,0.965565,0.066534,0.677871,1.446281,0
49,2,1402,689,0.670493,0.960784,0.03377,0.960784,0.96623,0.065246,0.677404,1.418332,0
49,2,1401,690,0.670014,0.960784,0.033793,0.960784,0.966207,0.06529,0.676937,1.41931,0
49,2,1400,691,0.669536,0.960784,0.033816,0.960784,0.966184,0.065333,0.676471,1.42029,0
49,2,1399,692,0.669058,0.960784,0.03384,0.960784,0.96616,0.065377,0.676004,1.421271,0
49,2,1398,693,0.66858,0.960784,0.033863,0.960784,0.966137,0.065421,0.675537,1.422253,0
49,2,1397,694,0.668101,0.960784,0.033887,0.960784,0.966113,0.065464,0.67507,1.423237,0
49,2,1396,695,0.667623,0.960784,0.03391,0.960784,0.96609,0.065508,0.674603,1.424221,0
49,2,1395,696,0.667145,0.960784,0.033934,0.960784,0.966066,0.065552,0.674136,1.425208,0
49,2,1394,697,0.666667,0.960784,0.033957,0.960784,0.966043,0.065596,0.673669,1.426195,0
49,2,1393,698,0.666188,0.960784,0.033981,0.960784,0.966019,0.06564,0.673203,1.427184,0
48,3,1393,698,0.666188,0.941176,0.03331,0.941176,0.96669,0.064343,0.672736,1.399028,0
48,3,1392,699,0.66571,0.941176,0.033333,0.941176,0.966667,0.064386,0.672269,1.4,0
48,3,1391,700,0.665232,0.941176,0.033356,0.941176,0.966644,0.06443,0.671802,1.400973,0
48,3,1390,701,0.664754,0.941176,0.03338,0.941176,0.96662,0.064473,0.671335,1.401947,0
48,3,1389,702,0.664275,0.941176,0.033403,0.941176,0.966597,0.064516,0.670868,1.402923,0
48,3,1388,703,0.663797,0.941176,0.033426,0.941176,0.966574,0.06456,0.670401,1.4039,0
48,3,1387,704,0.663319,0.941176,0.033449,0.941176,0.966551,0.064603,0.669935,1.404878,0
48,3,1386,705,0.662841,0.941176,0.033473,0.941176,0.966527,0.064646,0.669468,1.405858,0
48,3,1385,706,0.662363,0.941176,0.033496,0.941176,0.966504,0.06469,0.669001,1.406839,0
48,3,1384,707,0.661884,0.941176,0.03352,0.941176,0.96648,0.064734,0.668534,1.407821,0
48,3,1383,708,0.661406,0.941176,0.033543,0.941176,0.966457,0.064777,0.668067,1.408805,0
48,3,1382,709,0.660928,0.941176,0.033566,0.941176,0.966434,0.064821,0.6676,1.40979,0
48,3,1381,710,0.66045,0.941176,0.03359,0.941176,0.96641,0.064865,0.667134,1.410777,0
48,3,1380,711,0.659971,0.941176,0.033613,0.941176,0.966387,0.064909,0.666667,1.411765,0
48,3,1379,712,0.659493,0.941176,0.033637,0.941176,0.966363,0.064953,0.6662,1.412754,0
48,3,1378,713,0.659015,0.941176,0.033661,0.941176,0.966339,0.064997,0.665733,1.413745,0
48,3,1377,714,0.658537,0.941176,0.033684,0.941176,0.966316,0.065041,0.665266,1.414737,0
48,3,1376,715,0.658058,0.941176,0.033708,0.941176,0.966292,0.065085,0.664799,1.41573,0
48,3,1375,716,0.65758,0.941176,0.033732,0.941176,0.966268,0.065129,0.664332,1.416725,0
48,3,1374,717,0.657102,0.941176,0.033755,0.941176,0.966245,0.065173,0.663866,1.417722,0
48,3,1373,718,0.656624,0.941176,0.033779,0.941176,0.966221,0.065217,0.663399,1.418719,0
48,3,1372,719,0.656145,0.941176,0.033803,0.941176,0.966197,0.065262,0.662932,1.419718,0
48,3,1371,720,0.655667,0.941176,0.033827,0.941176,0.966173,0.065306,0.662465,1.420719,0
48,3,1370,721,0.655189,0.941176,0.03385,0.941176,0.96615,0.065351,0.661998,1.421721,0
48,3,1369,722,0.654711,0.941176,0.033874,0.941176,0.966126,0.065395,0.661531,1.422724,0
48,3,1368,723,0.654232,0.941176,0.033898,0.941176,0.966102,0.06544,0.661064,1.423729,0
48,3,1367,724,0.653754,0.941176,0.033922,0.941176,0.966078,0.065484,0.660598,1.424735,0
48,3,1366,725,0.653276,0.941176,0.033946,0.941176,0.966054,0.065529,0.660131,1.425743,0
48,3,1365,726,0.652798,0.941176,0.03397,0.941176,0.96603,0.065574,0.659664,1.426752,0
48,3,1364,727,0.652319,0.941176,0.033994,0.941176,0.966006,0.065619,0.659197,1.427762,0
48,3,1363,728,0.651841,0.941176,0.034018,0.941176,0.965982,0.065663,0.65873,1.428774,0
48,3,1362,729,0.651363,0.941176,0.034043,0.941176,0.965957,0.065708,0.658263,1.429787,0
48,3,1361,730,0.650885,0.941176,0.034067,0.941176,0.965933,0.065753,0.657796,1.430802,0
48,3,1360,731,0.650407,0.941176,0.034091,0.941176,0.965909,0.065798,0.65733,1.431818,0
48,3,1359,732,0.649928,0.941176,0.034115,0.941176,0.965885,0.065844,0.656863,1.432836,0
48,3,1358,733,0.64945,0.941176,0.034139,0.941176,0.965861,0.065889,0.656396,1.433855,0
48,3,1357,734,0.648972,0.941176,0.034164,0.941176,0.965836,0.065934,0.655929,1.434875,0
48,3,1356,735,0.648494,0.941176,0.034188,0.941176,0.965812,0.065979,0.655462,1.435897,0
48,3,1355,736,0.648015,0.941176,0.034212,0.941176,0.965788,0.066025,0.654995,1.436921,0
48,3,1354,737,0.647537,0.941176,0.034237,0.941176,0.965763,0.06607,0.654528,1.437946,0
48,3,1353,738,0.647059,0.941176,0.034261,0.941176,0.965739,0.066116,0.654062,1.438972,0
48,3,1352,739,0.646581,0.941176,0.034286,0.941176,0.965714,0.066161,0.653595,1.44,0
48,3,1351,740,0.646102,0.941176,0.03431,0.941176,0.96569,0.066207,0.653128,1.441029,0
48,3,1350,741,0.645624,0.941176,0.034335,0.941176,0.965665,0.066253,0.652661,1.44206,0
47,4,1350,741,0.645624,0.921569,0.033644,0.921569,0.966356,0.064917,0.652194,1.413028,0
47,4,1349,742,0.645146,0.921569,0.033668,0.921569,0.966332,0.064962,0.651727,1.41404,0
